,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,_id,genre,imdbID,imdbId,imdbRating,imdbVotes,movielens_Id,sentiment_polarity,tmdbId,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoURL,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,predictedBO
2579,"James Franco, Selena Gomez, Vanessa Hudgens, Ashley Benson",11 wins &amp; 26 nominations.,13900000.0,USA,09 Jul 2013,Harmony Korine,"[Crime, Drama]",English,63.0,"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTlhODY3NmYtYTEzMy00ODI5LWI1YmItNmI2ZTgzN2I0MjBiXkEyXkFqcGdeQXVyNDgwOTMyMTI@._V1_SX300.jpg,A24 Films,R,22 Mar 2013,True,94.0,Spring Breakers,movie,http://www.springbreakersmovie.com/,Harmony Korine,2012,58f85d9c0d39b85b3820855c,Comedy|Crime|Drama,tt2101441,2101441,5.3,"110,980",101285,0.0333333333333,122081.0,Spring Breakers blends stinging social commentary with bikini cheesecake and a bravura James Franco performance.,116,fresh,67.0,6.3,173,57,http://www.rottentomatoes.com/m/spring_breakers_2013/,38.0,2.7,61649,100519.0
2580,"Ami Ayalon, Avi Dichter, Yuval Diskin, Carmi Gillon",Nominated for 1 Oscar. Another 7 wins &amp; 10 nominations.,2408553.0,"Israel, France",09 Jul 2013,Dror Moreh,"[Documentary, War]","Hebrew, English",91.0,"A documentary featuring interviews with all surviving former heads of Shin Bet, the Israeli security agency whose activities and membership are closely held state secrets.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMDg3NjYyMl5BMl5BanBnXkFtZTcwOTcyNDY4OA@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,14 Mar 2013,True,101.0,The Gatekeepers,movie,http://www.sonyclassics.com/thegatekeepers/,,2012,58f85d9c0d39b85b3820855b,Documentary,tt2309788,2309788,7.6,"4,592",100436,0.2,127918.0,"Strikingly stark, brutally honest, and rivetingly assembled, The Gatekeepers offers essential perspective on a seemingly intractable war from some of the men who fought it.",98,certified,93.0,8.3,105,7,http://www.rottentomatoes.com/m/the_gatekeepers_2012/,79.0,3.9,10431,13918196.0
2581,"Ryan Gosling, Craig Van Hook, Eva Mendes, Olga Merediz",3 wins &amp; 18 nominations.,21300000.0,USA,23 Jul 2013,Derek Cianfrance,"[Crime, Drama, Thriller]","English, Spanish",68.0,"A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjc1OTEwNjU4N15BMl5BanBnXkFtZTcwNzUzNDIwOQ@@._V1_SX300.jpg,Focus Features,R,19 Apr 2013,True,140.0,The Place Beyond the Pines,movie,http://focusfeatures.com/the_place_beyond_the_pines,"Derek Cianfrance (story), Ben Coccio (story), Derek Cianfrance (screenplay), Ben Coccio (screenplay), Darius Marder (screenplay)",2012,58f85d9c0d39b85b3820855e,Crime|Drama,tt1817273,1817273,7.3,"191,417",101525,0.25,97367.0,"Ambitious to a fault, The Place Beyond the Pines finds writer/director Derek Cianfrance reaching for -- and often grasping -- thorny themes of family, fatherhood, and fate.",162,certified,80.0,7.3,202,40,http://www.rottentomatoes.com/m/the_place_beyond_the_pines_2012/,75.0,3.8,71923,107838.0
2582,"James Floyd, Fady Elsayed, Anthony Welsh, Amira Ghazalla",9 wins &amp; 16 nominations.,10305.0,UK,24 Sep 2013,Sally El Hosaini,"[Drama, Romance]",English,71.0,Two teenage brothers must face their own prejudices head on if they are to survive the perils of being British Arabs growing up on the streets of gangland London.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MzE0MTI1N15BMl5BanBnXkFtZTcwMjcwMzYyOQ@@._V1_SX300.jpg,Paladin,NOT RATED,09 Nov 2012,True,111.0,My Brother the Devil,movie,http://www.facebook.com/mybrotherthedevil,Sally El Hosaini,2012,58f85d9c0d39b85b3820855d,Drama,tt2076897,2076897,6.6,"2,467",101413,-0.0185185185185,84316.0,"A tough, tender tale of familial angst with careful attention to detail, My Brother the Devil is a strong debut from director Sally El Hosaini.",40,certified,89.0,7.2,45,5,http://www.rottentomatoes.com/m/my_brother_the_devil_2012/,70.0,3.7,2778,21230044.5
2583,"Ben Affleck, Olga Kurylenko, Rachel McAdams, Javier Bardem",5 wins &amp; 9 nominations.,500000.0,USA,06 Aug 2013,Terrence Malick,"[Drama, Romance]","English, French, Spanish, Italian, Sign Languages, Russian",58.0,"After falling in love in Paris, Marina and Neil come to Oklahoma, where problems arise. Their church's Spanish-born pastor struggles with his faith, while Neil encounters a woman from his childhood.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwNzk1NjM2ODZeQTJeQWpwZ15BbWU3MDE1MjQwMjk@._V1_SX300.jpg,Magnolia Pictures,R,22 Feb 2013,True,112.0,To the Wonder,movie,http://www.magpictures.com/tothewonder/,Terrence Malick,2012,58f85d9c0d39b85b3820855f,Drama|Romance,tt1595656,1595656,5.9,"21,633",101893,0.425,60281.0,"To the Wonder demonstrates Terrence Malick's gift for beautiful images, but its narrative is overly somber and emotionally unsatisfying.",73,rotten,46.0,5.7,159,86,http://www.rottentomatoes.com/m/to_the_wonder/,38.0,2.8,9097,548934.0
2584,"Dannis Hackney, Bobby Hackney, David Hackney, Robbie Duncan",2 wins &amp; 2 nominations.,125856.0,USA,13 Aug 2013,"Mark Christopher Covino, Jeff Howlett","[Documentary, Biography, Music]",English,77.0,"A documentary on the 1970s punk trio Death, and their new-found popularity decades after they disbanded.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NjAzMjc1M15BMl5BanBnXkFtZTcwOTk4NDY0OQ@@._V1_SX300.jpg,Drafthouse Films,,28 Jun 2013,True,96.0,A Band Called Death,movie,http://drafthousefilms.com/film/a-ban,,2012,58f85d9c0d39b85b38208561,Documentary,tt2064713,2064713,7.5,"2,835",102062,0.35,137563.0,"A Band Called Death is not only a fascinating portrait of a pioneering rock group, but also a tribute to family ties and perseverance in the face of hardship.",45,certified,94.0,7.7,48,3,http://www.rottentomatoes.com/m/a_band_called_death_2013/,85.0,4.0,5218,1579604.33333
2585,"Jason Bateman, Hope Davis, Frank Grillo, Michael Nyqvist",,1400000.0,USA,17 Sep 2013,Henry Alex Rubin,"[Drama, Thriller]",English,64.0,A drama centered on a group of people searching for human connections in today's wired world.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MTEzMDkyOF5BMl5BanBnXkFtZTcwNzc4NTgxOQ@@._V1_SX300.jpg,LD Entertainment,R,05 Jul 2013,True,115.0,Disconnect,movie,http://www.ldentertainment.com/#!LD/films/coming_soon:disconnect,Andrew Stern,2012,58f85d9c0d39b85b38208560,Drama|Thriller,tt1433811,1433811,7.6,"62,280",101973,0.183333333333,127517.0,"It's didactic in spots and melodramatic in others, but Disconnect's strong cast helps make it a timely, effective exploration of modern society's technological overload.",51,fresh,68.0,6.6,75,24,http://www.rottentomatoes.com/m/disconnect_2013/,75.0,3.8,16076,1411550.0
2586,"Trine Dyrholm, Stina Ekblad, Sebastian Jessen, Molly Blixt Egelind",4 wins &amp; 12 nominations.,1631306.0,"Denmark, Sweden, Italy, France, Germany",10 Sep 2013,Susanne Bier,"[Comedy, Romance]","English, Danish, Italian",60.0,"A hairdresser who has lost her hair to cancer finds out her husband is having an affair, travels to Italy for her daughter's wedding and meets a widower who still blames the world for the loss of his wife.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzYxMDQwMzIzMF5BMl5BanBnXkFtZTcwNjcxODIzOQ@@._V1_SX300.jpg,Sony Pictures Classics,R,06 Sep 2012,True,116.0,Love Is All You Need,movie,http://sonyclassics.com/loveisallyouneed/,"Anders Thomas Jensen (screenplay), Susanne Bier (story), Anders Thomas Jensen (story)",2012,58f85d9c0d39b85b38208562,Comedy|Drama|Romance,tt1854236,1854236,6.6,"10,106",101942,0.183333333333,126250.0,"Undeniably slight and fluffy, Love Is All You Need is redeemed by its picturesque setting and warm performances by Pierce Brosnan and Trine Dyrholm.",75,certified,74.0,6.3,102,27,http://www.rottentomatoes.com/m/love_is_all_you_need/,59.0,3.4,9521,149568.0
2587,"Michael Polley, Harry Gulkin, Susy Buchan, John Buchan",23 wins &amp; 40 nominations.,1599038.0,Canada,03 Sep 2013,Sarah Polley,[Documentary],English,91.0,A film that excavates layers of myth and memory to find the elusive truth at the core of a family of storytellers.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MDU2NjI3N15BMl5BanBnXkFtZTcwMjYwMzYyOQ@@._V1_SX300.jpg,Roadside Attractions,PG-13,17 Jan 2013,True,108.0,Stories We Tell,movie,http://storieswetellmovie.com/,"Sarah Polley, Michael Polley (narration)",2012,58f85d9c0d39b85b38208564,Documentary,tt2366450,2366450,7.6,"9,387",102588,0.233333333333,128216.0,"In Stories We Tell, Sarah Polley plays with the documentary format to explore the nature of memory and storytelling, crafting a thoughtful, compelling narrative that unfolds like a mystery.",120,certified,94.0,8.6,127,7,http://www.rottentomatoes.com/m/stories_we_tell/,79.0,3.9,14587,21426088.0
2588,"Matthew McConaughey, Reese Witherspoon, Tye Sheridan, Jacob Lofland",11 wins &amp; 34 nominations.,21589307.0,USA,06 Aug 2013,Jeff Nichols,[Drama],English,76.0,Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MzcyODgyNV5BMl5BanBnXkFtZTcwNTc4MDYwOQ@@._V1_SX300.jpg,Lionsgate/Roadside Attractions,PG-13,10 May 2013,True,130.0,Mud,movie,http://mud-themovie.com/,Jeff Nichols,2012,58f85d9c0d39b85b38208563,Adventure|Crime|Drama,tt1935179,1935179,7.4,"137,780",102194,0.256666666667,103731.0,"Bolstered by a strong performance from Matthew McConaughey in the title role, Mud offers an engaging Southern drama that manages to stay sweet and heartwarming without being sappy.",167,certified,98.0,8.0,171,4,http://www.rottentomatoes.com/m/mud_2012/,80.0,3.9,86702,1569618.0
2589,"Greta Gerwig, Mickey Sumner, Michael Esper, Adam Driver",Nominated for 1 Golden Globe. Another 1 win &amp; 43 nominations.,3900000.0,"USA, Brazil",12 Nov 2013,Noah Baumbach,"[Comedy, Drama, Romance]",English,82.0,"A story that follows a New York woman (who doesn't really have an apartment), apprentices for a dance company (though she's not really a dancer), and throws herself headlong into her dreams, even as their possibility dwindles.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTY0NDQ2NzQ2N15BMl5BanBnXkFtZTcwMTU0OTkwOQ@@._V1_SX300.jpg,IFC Films,R,23 Aug 2013,True,86.0,Frances Ha,movie,http://www.ifcfilms.com/films/frances-ha,"Noah Baumbach, Greta Gerwig",2012,58f85d9c0d39b85b38208565,Comedy|Drama,tt2347569,2347569,7.4,"45,478",102800,0.289523809524,121986.0,"Audiences will need to tolerate a certain amount of narrative drift, but thanks to sensitive direction from Noah Baumbach and an endearing performance from Greta Gerwig, Frances Ha makes it easy to forgive.",150,certified,93.0,7.8,162,12,http://www.rottentomatoes.com/m/frances_ha_2013/,77.0,3.8,19206,3886956.0
2590,"Toby Jones, Cosimo Fusco, Antonio Mancino, Fatma Mohamed",16 wins &amp; 13 nominations.,28602.0,UK,10 Dec 2013,Peter Strickland,"[Drama, Horror, Thriller]","English, Italian",80.0,A sound engineer's work for an Italian horror studio becomes a terrifying case of life imitating art.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTEzMzI3OTM4MDleQTJeQWpwZ15BbWU3MDgyNDAzNTk@._V1_SX300.jpg,IFC Films,NOT RATED,31 Aug 2012,True,92.0,Berberian Sound Studio,movie,http://https://www.facebook.com/BerberianSoundStudio,Peter Strickland,2012,58f85d9c0d39b85b38208567,Drama|Horror|Thriller,tt1833844,1833844,6.2,"10,450",102991,-0.0277777777778,116811.0,"Its reach may exceed its grasp, but with Berberian Sound Studio, director Peter Strickland assembles a suitably twisted, creepy tribute to the Italian Giallo horror movies of the '70s that benefits from a strong central performance by Toby Jones.",77,certified,84.0,7.1,92,15,http://www.rottentomatoes.com/m/berberian_sound_studio_2012/,53.0,3.2,3103,1010010.0
2591,"Sheri Moon Zombie, Bruce Davison, Jeff Daniel Phillips, Judy Geeson",1 win &amp; 3 nominations.,1000000.0,"USA, UK, Canada",03 Sep 2013,Rob Zombie,"[Horror, Thriller]",English,57.0,"Heidi, a radio DJ, is sent a box containing a record - a ""gift from the Lords"". The sounds within the grooves trigger flashbacks of her town's violent past. Is Heidi going mad, or are the Lords back to take revenge on Salem, Massachusetts?",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NTc5Njc4MV5BMl5BanBnXkFtZTcwNTYzMTcwOQ@@._V1_SX300.jpg,Anchor Bay Films,R,18 Apr 2013,True,101.0,The Lords of Salem,movie,http://www.lordsofsalem.com/,Rob Zombie,2012,58f85d9c0d39b85b38208566,Horror|Thriller,tt1731697,1731697,5.1,"21,245",102802,0.0,104755.0,"The Lords of Salem has lots of atmospheric portent, but it's unfortunately short on scares.",26,rotten,44.0,5.3,59,33,http://www.rottentomatoes.com/m/the_lords_of_salem/,30.0,2.5,13716,107838.0
2592,"Riz Ahmed, Kate Hudson, Liev Schreiber, Kiefer Sutherland",3 wins.,519535.0,"USA, UK, Qatar",27 Aug 2013,Mira Nair,"[Drama, Thriller]","English, Urdu",54.0,"A young Pakistani man is chasing corporate success on Wall Street. He finds himself embroiled in a conflict between his American Dream, a hostage crisis, and the enduring call of his family's homeland.","https://images-na.ssl-images-amazon.com/images/M/MV5BNzAzNjg3Mzg1Nl5BMl5BanBnXkFtZTcwOTUzNzExOQ@@._V1._CR25,27.166671752929688,1347,1995.9999542236328_SY132_CR0,0,89,132_AL_.jpg_V1_SX300.jpg",IFC Films,R,03 May 2013,True,130.0,The Reluctant Fundamentalist,movie,http://www.ifcfilms.com/uncategorized/the-reluctant-fundamentalist,"Javed Akhtar (eulogy in urdu), Ami Boghani (screen story), Mohsin Hamid (novel), Mohsin Hamid (screen story), William Wheeler (screenplay)",2012,58f85d9c0d39b85b38208569,Drama,tt2032557,2032557,6.9,"10,768",103083,0.0625,121677.0,"The Reluctant Fundamentalist is technically proficient, with solid acting and cinematography, but its message is so ambitious and heavy-handed that some of its power is robbed.",50,rotten,54.0,6.2,93,43,http://www.rottentomatoes.com/m/the_reluctant_fundamentalist_2012/,62.0,3.5,5506,4238694.0
2593,"Amy Acker, Alexis Denisof, Nathan Fillion, Clark Gregg",1 win &amp; 7 nominations.,4200000.0,USA,08 Oct 2013,Joss Whedon,"[Comedy, Drama, Romance]",English,78.0,A modern retelling of Shakespeare's classic comedy about two pairs of lovers with different takes on romance and a way with words.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNjQ0MjAwMl5BMl5BanBnXkFtZTcwNjI1NDEyOQ@@._V1_SX300.jpg,Roadside Attractions,PG-13,14 Jun 2013,True,109.0,Much Ado About Nothing,movie,http://www.muchadothemovie.com/,"Joss Whedon (written for the screen by), William Shakespeare (play)",2012,58f85d9c0d39b85b3820856a,Comedy|Drama|Romance,tt2094064,2094064,7.2,"14,130",103027,0.121666666667,91739.0,"Lighthearted to a fault, Much Ado About Nothing's giddy energy and intimate charm make for an entertaining romantic comedy -- and a Shakespearean adaptation that's hard to resist.",130,certified,84.0,7.5,154,24,http://www.rottentomatoes.com/m/much_ado_about_nothing_2012/,77.0,3.8,26311,1146525.0
2594,"James Cromwell, Chuck Shamata, Geneviève Bujold, Ronan Rees",4 wins &amp; 12 nominations.,1154466.0,Canada,06 May 2014,Michael McGowan,[Drama],English,72.0,An elderly couple fight against local authorities in rural New Brunswick to build their final home.,http://ia.media-imdb.com/images/M/MV5BMjA3NjA5OTM4MF5BMl5BanBnXkFtZTcwMjQ0MTA3OQ@@._V1_SX300.jpg,Samuel Goldwyn Films,PG-13,06 Jun 2013,True,102.0,Still Mine,movie,http://www.stillmine-film.com,Michael McGowan,2012,58f85d9c0d39b85b38208568,Drama,tt2073086,2073086,7.4,"2,967",103057,0.5,128215.0,"James Cromwell and Geneviève Bujold are outstanding in this tender, affecting, insightful drama about the bonds and sacrifices of marriage.",56,certified,93.0,7.3,60,4,http://www.rottentomatoes.com/m/still_mine/,81.0,4.0,8056,533944.0
2595,"Nora Arnezeder, Brian Ames, America Olivo, Genevieve Alexandra",4 wins &amp; 5 nominations.,20551.0,"France, USA",15 Oct 2013,Franck Khalfoun,"[Horror, Thriller]",English,47.0,"As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface.",https://images-na.ssl-images-amazon.com/images/M/MV5BYzUyODkwNzUtNGQ0Yy00MGExLTg2NGItNjA4NTEyYjIxYWNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,IFC Midnight,NOT RATED,02 Jan 2013,True,89.0,Maniac,movie,http://www.ifcfilms.com/films/ifc-midnight/maniac,"Alexandre Aja (screenplay), Grégory Levasseur (screenplay), Joe Spinell (original screenplay)",2012,58f85d9c0d39b85b3820856c,Horror|Thriller,tt2103217,2103217,6.1,"27,876",103219,-0.44,103620.0,"Shocking and bloody. Maniac is smarter than your average psychological slasher, but it's often undermined by its excessive gore.",34,rotten,49.0,5.0,69,35,http://www.rottentomatoes.com/m/maniac_2013/,44.0,3.0,12239,216748.0
2596,"Adam Appelhanz, David Beckmann, Joel Berg, William Booker",1 win &amp; 2 nominations.,230522.0,USA,25 Jun 2013,"Kristi Jacobson, Lori Silverbush",[Documentary],English,68.0,"A documentary that investigates incidents of hunger experienced by millions of Americans, and proposed solutions to the problem.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTg1NTk5MDU0N15BMl5BanBnXkFtZTcwNzA0ODE4OA@@._V1_SX300.jpg,Magnolia Pictures,PG,01 Mar 2013,True,84.0,A Place at the Table,movie,http://www.Takepart.com/table,,2012,58f85d9c0d39b85b3820856b,Documentary,tt1736049,1736049,6.9,969,103208,0.2,84198.0,A Place at the Table is a well-reported documentary that raises important questions about the state of hunger in America culture.,56,certified,90.0,7.4,62,6,http://www.rottentomatoes.com/m/a_place_at_the_table_2013/,72.0,3.8,5261,100519.0
2597,"Julianne Moore, Steve Coogan, Alexander Skarsgård, Joanna Vanderham",3 wins &amp; 8 nominations.,1000000.0,USA,13 Aug 2013,"Scott McGehee, David Siegel",[Drama],English,74.0,"In New York City, a young girl is caught in the middle of her parents' bitter custody battle.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MDk0MTIzN15BMl5BanBnXkFtZTcwNDM3NzkxOQ@@._V1_SX300.jpg,Millenium Entertainment,R,03 May 2013,True,99.0,What Maisie Knew,movie,http://www.whatmaisieknew.com,"Nancy Doyne (screenplay), Carroll Cartwright (screenplay), Henry James (based on the novel by)",2012,58f85d9c0d39b85b3820856d,Drama,tt1932767,1932767,7.5,"22,266",103279,-0.05,127373.0,"It's undeniably difficult to watch at times, but What Maisie Knew ultimately rises on the strength of its solidly sourced script, powerful performances, and empathetic direction.",88,certified,87.0,7.7,101,13,http://www.rottentomatoes.com/m/what_maisie_knew_2012/,80.0,3.9,15092,1003327.5
2598,"Mary Margaret O'Hara, Bobby Sommer, Ela Piplits, Marcus O'Hara",2 wins &amp; 9 nominations.,124184.0,"Austria, USA",17 Dec 2013,Jem Cohen,[Drama],"German, English",84.0,"When a Vienna museum guard befriends an enigmatic visitor, the grand Kunsthistorisches Art Museum becomes a mysterious crossroads that sparks explorations of their lives, the city, and the ways in which works of art reflect and shape the world.",,Cinema Guild,,06 Sep 2013,True,107.0,Museum Hours,movie,http://www.museumhoursfilm.com/,"Jem Cohen, Natalie Lettner, Mary Margaret O'Hara (additional dialogue), Bobby Sommer (additional dialogue)",2012,58f85d9c0d39b85b3820856f,Drama,tt2268732,2268732,6.9,"1,562",104356,0.0,128133.0,"Its languid pace may frustrate some viewers, but for patient filmgoers, Museum Hours offers a carefully observed portrait of the human condition.",60,certified,94.0,7.9,64,4,http://www.rottentomatoes.com/m/museum_hours/,59.0,3.4,2192,123845.75
2599,"Greg Kinnear, Jennifer Connelly, Lily Collins, Nat Wolff",1 win.,100000.0,USA,08 Oct 2013,Josh Boone,"[Comedy, Drama, Romance]",English,49.0,"An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NzI5MDU3OV5BMl5BanBnXkFtZTcwNTE0NDMzOQ@@._V1_SX300.jpg,Millenium Entertainment,R,02 May 2013,True,97.0,Stuck in Love,movie,http://stuckinlovemovie.com/,Josh Boone,2012,58f85d9c0d39b85b3820856e,Comedy|Drama|Romance,tt2205697,2205697,7.3,"66,584",103606,0.185714285714,111969.0,"It struggles to enliven its uneven script, but Stuck in Love boasts enough winning performances from its solid veteran cast to offer an appealing diversion for rom-com enthusiasts.",23,rotten,57.0,5.9,40,17,http://www.rottentomatoes.com/m/stuck_in_love/,68.0,3.7,12719,127081.0
2600,"Brady Corbet, Nicolas Ronchi, Constance Rousseau, Lila Salet",6 nominations.,21303.0,"USA, France",17 Sep 2013,Antonio Campos,"[Drama, Thriller]","English, French",63.0,"A recent college graduate flees to Paris after a break-up, where his involvement with a prostitute begins to reveal a potentially dark recent past.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MzU2ODMxNV5BMl5BanBnXkFtZTcwNDk1MDE3OA@@._V1_SX300.jpg,IFC Films,NOT RATED,12 Apr 2013,True,101.0,Simon Killer,movie,,"Antonio Campos, Antonio Campos (story), Brady Corbet (story), Mati Diop (story)",2012,58f85d9c0d39b85b38208570,Drama,tt1790834,1790834,6.2,"3,069",104669,-0.115,84338.0,"Though its bleak themes may be off-putting for some, Simon Killer is an engrossing, effective character study of a brutal, enigmatic figure.",38,certified,73.0,6.7,52,14,http://www.rottentomatoes.com/m/simon_killer/,51.0,3.2,1109,100000.0
2601,"Thomas Kretschmann, Marta Gastini, Asia Argento, Unax Ugalde",3 nominations.,3085.0,"Italy, France, Spain",,Dario Argento,"[Horror, Romance, Thriller]","English, Italian, Spanish",25.0,Asia Argento stars in horror legend Dario Argento's sexy spin on the classic tale about the sharp-toothed count who craves human blood.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwOTg2Mjg1NV5BMl5BanBnXkFtZTgwODAzMzcyMDE@._V1_SX300.jpg,Sony Screen Gems,NOT RATED,04 Oct 2013,True,110.0,Dracula 3D,movie,http://https://www.facebook.com/WeddingRinger,"Dario Argento (screenplay), Enrique Cerezo (screenplay), Stefano Piani (screenplay), Bram Stoker (book), Antonio Tentori (screenplay)",2012,58f85d9c0d39b85b38208571,Horror|Romance|Thriller,tt1852770,1852770,3.6,"3,141",104671,-0.1,135812.0,"Schlocky and gross but far from bad enough to be good, Argento's Dracula 3D bites and sucks in all the wrong ways.",4,rotten,14.0,3.3,29,25,http://www.rottentomatoes.com/m/dracula_3d/,14.0,2.0,1410,85222.0
2602,"Nils d'Aulaire, Jay Klaitz, Julie Ann Emery, April L. Hernandez",2 wins &amp; 2 nominations.,15943.0,USA,,"John Mitchell, Jeremy Kipp Walker","[Comedy, Music, Sci-Fi]","English, Spanish",67.0,,https://images-na.ssl-images-amazon.com/images/M/MV5BNzA3MDI3MzAxMl5BMl5BanBnXkFtZTcwNDY2Mjc0OQ@@._V1_SX300.jpg,Variance Films,,31 May 2013,True,86.0,The History of Future Folk,movie,http://www.futurefolk.com/movie.html,John Mitchell,2012,58f85d9c0d39b85b38208572,Adventure|Comedy|Musical|Sci-Fi,tt2245195,2245195,7.4,"2,181",104875,0.145306122449,115199.0,"High on quirky smarts and low on splashy special effects, The History of Future Folk is an unusual -- and unusually fun -- slice of sci-fi.",29,fresh,94.0,7.2,31,2,http://www.rottentomatoes.com/m/the_history_of_future_folk_2012/,85.0,4.1,1213,123845.75
2603,"Dennis Quaid, Kim Dickens, Aaron B. Oduber, Jacob R. Oduber",1 nomination.,300000.0,USA,27 Aug 2013,Ramin Bahrani,"[Drama, Thriller]",English,61.0,"A farming family's business is threatened by an unexpected crisis, further testing the relationship between a father and his rebellious son.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1Nzg0NDEwOV5BMl5BanBnXkFtZTcwODUxNTgxOQ@@._V1_SX300.jpg,Sony Pictures Classics,R,01 May 2013,True,105.0,At Any Price,movie,http://sonyclassics.com/atanyprice/,"Ramin Bahrani, Hallie Elizabeth Newton",2012,58f85d9c0d39b85b38208573,Drama|Thriller,tt1937449,1937449,5.7,"5,710",104947,0.0638888888889,121789.0,"At Any Price features a terrific performance from Dennis Quaid, and it offers further evidence of Ramin Bahrani's unique eye for detail, but film is weighted down by an overly melodramatic story.",51,rotten,52.0,5.7,98,47,http://www.rottentomatoes.com/m/at_any_price_2012/,31.0,2.8,4964,300000.0
2604,"Toby Irvine, Ralph Fiennes, Jason Flemyng, Sally Hawkins",Nominated for 1 BAFTA Film Award. Another 2 wins &amp; 6 nominations.,258656.0,"UK, USA",15 Apr 2014,Mike Newell,"[Drama, Romance]",English,60.0,A humble orphan suddenly becomes a gentleman with the help of an unknown benefactor.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzODMxNjA3NF5BMl5BanBnXkFtZTgwMDIzMzY0MDE@._V1_SX300.jpg,Main Street Films,PG-13,08 Nov 2013,True,128.0,Great Expectations,movie,http://www.greatexpectationsfilm.com/,"David Nicholls (screenplay), Charles Dickens (novel)",2012,58f85d9c0d39b85b38208574,Drama,tt1836808,1836808,6.4,"9,512",106234,0.177777777778,121674.0,"Not the best version of the oft-filmed Dickens classic but far from the worst, Mike Newell's Great Expectations breathes just enough life into the source material to justify yet another adaptation.",49,fresh,64.0,6.1,76,27,http://www.rottentomatoes.com/m/great_expectations_2012/,50.0,3.3,8026,1411550.0
2605,"Kristen Wiig, Annette Bening, Matt Dillon, Darren Criss",,1378426.0,USA,05 Nov 2013,"Shari Springer Berman, Robert Pulcini",[Comedy],"English, Romanian",38.0,A failed New York playwright awkwardly navigates the transition from Next Big Thing to Last Year's News.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTEyMDgyNDYwNjReQTJeQWpwZ15BbWU3MDc1MDQwNjk@._V1_SX300.jpg,Lionsgate/Roadside Attractions,PG-13,18 Jul 2013,True,103.0,Girl Most Likely,movie,http://girlmostlikelymovie.com/,Michelle Morgan,2012,58f85d9c0d39b85b38208575,Comedy,tt1698648,1698648,5.8,"12,594",106197,0.137103174603,72890.0,"Largely witless and disappointingly dull, Girl Most Likely strands the gifted Kristen Wiig in a blandly hollow foray into scattershot sitcom territory.",19,rotten,21.0,4.4,91,72,http://www.rottentomatoes.com/m/girl_most_likely_2013/,33.0,2.9,12011,241925.0
